Ticker,Date,Title,Source,Link,Full_Title,Content,Discard_Reason,Discard_Date
360ONE.NS,2025-01-27 08:00:00,360 One WAM to Buy India’s B&K Securities for $205 Million - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxNalpTYlBnU2N6WHhqeXgzYVY4eUlmTndBSU1qZ3Utdm9seTFieDVpLUZTOFJta1R4aGpadTBQV2F1VTM1eXBsVEgyWXFOM2ZJYUtJSm1xVU1rR19FOExPX0hQNm1MeFJvQVNTRGVLYWF3U1pXTkVlazFDNDJqZy1LTEJ1aUZqWmJpV2g3OHJjZFljalVjX3BEeXViUkh5bnUyR3lXNklQVkJrTnJh?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:05.385953
360ONE.NS,2024-12-17 08:00:00,This company is profiting from India’s wealth boom in a massive way | Stock Market News - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNUU91TndCclVidFF0T2tfQVRtYjZrczZUbHZNVkFQVS1acHcyVUpFOVNjVXJzMVlibWlCdDZKMjJvWEY3eXl6R19tRjdGdTY1dHlZbHl5cDVSU2kxdjdOMEFoLWVDZzJjelRzV3RzSE11UDJiZ3lHcHhCWDNVb0E1d3ZrbFkxb0FKMjZ4d2FITUV0aEZfNlQxbzVJb2dCc2V5UDlaMDZwQUxNa0gtOFBkMTBDdnZNYjVLN2pHUDBOd2xMZC1JYWxyTUFncHpDc3lpaHVNZXRqZnFfcVlIUEdUdUg3eHXSAeoBQVVfeXFMTk9KRHkwd05vODRSaWt3eERwMmJOTVYzbkd1UVM5ek9WSF9tT0ljb20yUUhOWW1QQ01QTHlZN19pcWpTbUg4cnB2dy1oemlMczZKRjNUMnppRlE5M1dydTJBZmZUYklzeFFLc2kwa250S1lEbkJ3VXRIRDJDUDlqT3dqYklLZFd3YVUwNjZsa2VubTcxbVp0S3hwdEFLel9WLUd1RTdWcTNQa283S0lxdUlzUHNzOEYzU2lNMDV0UG9EaTZpbG80S3cyS0VJS0lzdUhJbC1xSjk5X3BublJ4VDF6V1NGM2RhM3VB?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:15.445987
360ONE.NS,2024-12-17 08:00:00,Breakout stocks to buy or sell: Sumeet Bagadia recommends five shares to buy today — 17 December - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNcS14b2tqRzJ3QjU0REs3MzNzRmY2SDhWem5TMFJudnAzYmF1cmM1bU5ZYTRmTFRfQXRLdDlXNF9HZFlyUGtCR0N5Q04yNmZqZklmQi1RV203YWZ6WEtsTFFHVHljTTlMVVkyQnhHRVZXS0p3bjlZcDNjME51dXFYT0JLdGRwMFk0dFBha3hZVmhiaDdYdHVhYzhoeVRUb0xOSUFqRUVzaW1RVVp3Mmk5Ni1vQm5UR2VkeTJ2Q3Qtbkdkb2pRcjB5V1AzWUg4RjJ6b1ZYeExOSjRQaS0zTXVjWEdodWVXT1k1YXJFRXo4M0l6YTlkU3d4QldUTlrSAYICQVVfeXFMT2t0SVI2SjRuVDJFWFJUVXJ0LVA0aWRxUURRcUZJMzdxc3VNTnJ6OEJaZG5YMEZPOWVUSWd2SFN0QUdwV0lzU2plaGdSYkdTay1Bc3ZGYnQ2SWpxYmVxQ2x5ZEkyUjNORkoyRlRpeEVmRTBlN2NocU5kOGpPRWFaMThUajh5dlRmMlJ0VnlPYlY4Ujhmd185Tm5GU2RuQ2tCcUZRWkJuVVdTSGp0d2pwekdxNHRaVE1RUjMwNmVTUVhjZGdFejNCa0ZCbHBsNTJqcTRsSHExTHhKT2oxb2NHLXo0RGpQZmpySGN6OWd1WTZXR2lZc1kzWjBDN3Bod0YySGp3?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:22.576867
360ONE.NS,2024-12-15 08:00:00,Hinduja Group to close RCap deal by end January: A.P. Hinduja - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOYnlkVnMzMk5OQUtsYUFTYUVnR1lyZ1p2bXhZWXJTQ1Y4Z042WHJVMUM3NUtHLVJaUDV2U3hRWjE3aXJsaldscjVUcE5KUVkydWtVblZKRWFRb1d3SEpXVjJHcXhoYWVPaVNsZnEyZ1VtdDZscVlEcVpSdW1kRXFJbm1EeGFhV25vM2FiVmhBM1Yzb0NtWjI1dGRNWEtCekV4TXpDV3NqQjgtRURnQ2tjaEg4UWxUUXVPdmVF0gHAAUFVX3lxTE9jM3p6ank1TFViRkQ4YnRRN01GZTBYc0J0NjJrdUY1ek9XWHA1QlJsWlQ5VmxJY05fUDBFdUdTZmZtQkFkN2J3MVZhTGdoWG1NeHduTHdjb1ZtSTVUVkNyTUREdGVUMEpQbDlsQXNlWWZqd3RyeUlDSHlpM19yLVNraXUzaU5DMGg0eHA2TVRhT0RNYVdqWTBNS0J2TmVvRXlQYlg2MTdRNG9id29oWDFYWVFVX1BiOFFYbHpXSEZKMw?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:29.879961
360ONE.NS,2024-11-11 08:00:00,360 One co-founder Yatin Shah buys ₹158.51 crore penthouse in Mumbai's Worli - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxNTV9aaHV6MnR2QXo2TVVZUDVMZHl1cDBhV1M1VFF6QmwzOHlSWXF4UDRGMkhKanVXbVZQOFRpQkRJZ3ZTeS01amlLcnlHZF81SGptQy11d0NNMHJzY3g0aUt4SGxxN24zX3VOY2ZYcjFqd01pd1IwUFFIOWdxMDcySmJSWkRvR2ZDdlpTMzJnQUo0YzhGUjBUX2ZWejg4QmNrSUpfa0R4RTJ3S2ExSHlhZUwteGpvaTQ2UWFlX0ExenV6QUFxd3fSAcsBQVVfeXFMT3FjaUVCckY3RXBSc2tSN20xaGJ1b1gzcFVxaTRnTnlGam4yVTZFLXh4ODNTSDc4YjJoTHJqYjB5aG9kRU40c3VrTUZkcDlmanFPenV4OUUwV09FbldUWnNSdWV0dEhMRzZvM1BsS2dfeHFKd1d6OFllOXRYdDg4ZkFfdWdiN2QwRFNfNkgwTFZwM3VmUUYyLWFZUnAtaWdENlRoVjlXVGdyX2p3enNSRUc5a2otakFZeHUyVzVxMUY5aWd2Q0o3OVlubW8?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:40.117391
360ONE.NS,2024-10-23 07:00:00,Foreign institutional investors are hoarding these 5 stocks—should you? | Stock Market News - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMijwJBVV95cUxQRXRUNzkxUjR0aFh0VV9BMXBJQmRfSzAwSERLbG1zRFdfWG9yVUk3ZWRzMUU0SkZaQ1ZqX0prYWFlSDFBajRVTjdVOXpLNkx0dHlyUU5XRkhtT0phS0dkb05vZDFjWFRhY2laaUVRUFl3dWhxWFJYQllzSUpMWHhMeHdUTUdoZUZTVnlRWmxjRHlReGFoMFE2bHBuWGZyS2VVd2FPOFlHX3c0UWFyeXFucXc4eFhVRUh4WnFBdTFaQjFVMWRWeUI0ZUVGbmdGdVl6OGZ2S1A0ZENxR3VQYkdFd0VkNkRqcURIZ1hKeG1SYmxtb2JvSlozSEYxUGp6dmQ3SHVvUW9Wa0I4WUlKZktv0gGUAkFVX3lxTFBfZWx2ZmxRUXoxVHNVSExjOWlmUjdOMGtLTGduUlozaDZHUjVyWnQzeC1HMC00ZVdCcThyazNDTDM3RjdKdWNHZ21BNjRod0ZVMUtkbzdDOHEzU0V2N3hRN3pPN0s0dklYazdrelFuTFQ1U1FLbjZwQ2NFcmszMDFjdFBmRXd3M0lNLTZ4QllnUFBQZlg0TTdfZ0NXUW05WWFTVXhwVDV6Rm9NOFpoalhhbzhPVnF3dlZqVlRqRjY1STFrTVI4WHZ5dThMWlVzSUtCalFSVC1Yd0cwWnVRQjd0TGpHVDBEcXVQRFNNbzg4ZmVDeGZyX1dCZTNSdlJaYW81WjhtSVFVUjNrTm1NOWRpeTcxMQ?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:47.765294
360ONE.NS,2024-10-14 07:00:00,"360 ONE Asset to launch Rs 1,000 crore special opportunities fund - financialexpress.com",financialexpress.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNOTJrTnY3VTR1LVR6NFRNcDJNVFVmaE9TTEtOeW5YZWhqLWg1MEF1ODRSdm5RdVcxdDBqaDJjZFJja0FObzF5WU5DY29uR3RCeFFZcnZwWTZyLUY2T1VtNnIwczdOSXRpWGI0ZVZkUmlSRUZOY2VrdnNiT2tFalB1NUpIRVI5S0ZXWjBLMzFHMjF0elY4Y2h0LW1NZlI5UkQ5T0VYbEY4eWFlcUV3czNEWm9R0gG4AUFVX3lxTFBxWU1SZXM3M1lGa2dhd2lGVHh1QXNPWlhnSWRqMExuT0t1SmdjRnZsVWtQSTQ1cXpFT0Q5dGpaUWJsSExpVGRERVBCZllYXzlWeHh6NllBbEVoeTk0TjhtRi02WFZuS3RnbE02NzBrdHVYbWJ2dVFDTk52Z0RpZ01fNXZwNTR3TGlFRm80UWlubnZOdGtPVF9kWkVKVTZCR3BhUl9sTEhYaDhOU3ZYUi1yQkg0WDBUaUM?oc=5,,,No valid content / Page blocked,2026-03-01 17:06:56.878718
360ONE.NS,2024-09-20 07:00:00,"Barclays to anchor ₹4,300 crore Hinduja bond for Reliance Capital acquisition | Company Business News - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMi_AFBVV95cUxPTklvMkN4dGpkRlpJMWNRSldjeXkySzhpZkN4RXFlcURVQzlLWkFoazREaWpaeFJZbUpXTERBLURJM2ZsbVFzMjNROTUwZ1NEVC1GZnhrR2pJclNVd1BQSXQ1cWJyamxxLWE4OUVpck1XY3E0ejIyVUZoNjVLLXYtN2pZdnRqeVhPSWFQb0VCempBNC0tYkZzU09Tc3Y1eW5SNE00NHE1bzhlNlh5SjJnRExkLVpmbEQ0QU9abVRDZ19sUmQtWmkxN0F5YmxUYTNqOWR1U1pmTDg4ZEs1bkQzSW1NTmlXdmtpQVBrd0FJMmlyY1pKcUhHZkQ4TEPSAYICQVVfeXFMUEJNRDU0NUtVaDNkWmNTWlg5NDhIWTNBZ01GOW9HQktKSGhTamlaTjNKY2Jubzlud1pVSkdWczY5Q2Uyb09ldUNWMFRxUURid0ozdVJqRDdUdE9DLURaa2NYSk9VYUdNQW1vWlRwWC04dmtEc3ZZV2xuOHRzVHM0T29KdXVCRnU4UGFrZC1VV0RJTWlpc3NjOWdhNHRoR19MQ2hhVk9HVWhMbmRnR3loekVDYlljVFN0cUdiQ2Y0cFNrYkN4V3otcEJJMC1iZW1DaHRRbElkb3pDRzlueE1ULU1JU2dHbmxLUXdXNmUzSFFISGk4Q1FQU3RyaVZqUkl6Nm9n?oc=5,,,No valid content / Page blocked,2026-03-01 17:07:06.626456
360ONE.NS,2024-09-19 07:00:00,"Centrum Broking initiates coverage on wealth management, sees upside in Nuvama Wealth, downside in 360 One WAM - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMiigJBVV95cUxPSENKem92ZWtjWWhNMnB1YUxSMTVyQlEzenZuUXQtaDBUR0E5YXU1VGIzdWF5cThpTWRzdW0zUmhsOGNfMTRHSXNjamRFY0dqUmxmRDctN1NhSWdVelpVcDFGUDFIbUk1X0MyVm5PN0o3V3BWQ0Y0WUhPUWRsSnlhcm9oYm13cTJaNHAwYS1KZ0pRczhWS0Z2T2tzTERvcWYtbWphQVhpbEYzMVJ2T2NtM3pJSnAtc1AyeVB2c1RvWElIYmNIWkNSTlpsMXU4NGdYYlJ0cGRyUjdxdzl3anA3RE9jYTFidkJ1R2VXbFZMSnp2YU1Jd3UzQ2pBcXdTWEpKcHJOQ1hJNUE1QdIBjwJBVV95cUxPbUZMR1U2ZzlfSnhjQ0FpcjJMUHQwZkRRdEdBampPSW0wWF8tcUxhbWVPQW0xX0hKd09VV21iazZEYXpoemI3bl9JeGNULXpaMGlwZGVfcHRqWFZEM0dTYXNKWUE5bTlzQk95eFA3N0F3U3V6WlFURnBJTEFYMW9wcjVSQkVXcVNXYW53QmJxR2FrX2RuZF9va2hXaEFyUWFzZ3R2T2hrNDcybVozMWxLLWFiY2w0YXk0N3VmVjlONzNBMUx1SEowQlhTREJIN2Z6TnI3S3VEbkY3ZXJKTWdxMzdRbzhDZGJJakRUcWdkSFljVTVDOS1uZXdRXzBLd3hnNWc2dTM0aWVMTjVRWENJ?oc=5,,,No valid content / Page blocked,2026-03-01 17:07:14.437351
360ONE.NS,2024-09-16 07:00:00,"Neuberg Diagnostics in talks with 360One, M&G Investments for $100 million pre-IPO funding round: Report - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQeGdFMVVMb25pU0tOc0RrWmt0cXJqVjZneWRXanlPR3ozUGlGZ09GdjVwUGh0ZWVlclM1YTRxMzJBTjdWNmhTZGlzMnF4blZqcC1FcWEydEpkbnA5SW45T1ZMMTdJTk5aSUJ6M2h5dWQ2Nk1JUlFoR2JsNUdBaEtsMnJQQVZibDdQY05XVENWMnFYMDdQQjFJYmxlT1VoZFU4VktoTWwyNGV5bkxTc0ZGbFpwcUFaZ0dkbGpsZ0FTMERmakhMdEVzcWk2MWd2ZDNiRVFkS3c1WDMxbWFnOG9jYXFwTWFac1BIZXZFLXAtMHFOR3fSAfgBQVVfeXFMTkQtc19TWi13T3VaUk5CRUNZeEVPblFacTdyR1NUZmdnbnVEUWhWbVBxUWVrYTBxNl9vVFBTdTAyMXZtbVpYZWthSXVUUENuZXR5WHJ0cmVUU1ltTDRLY2NBbzJla3NwdW9UcU9DU2MtTW5jbWhQZV9lQmNubG0teW1qQ0VfMGN6UzFEdHNQUmlzNTkyZzV1SFB1TmRWQzY2dmVvSEs5WThvcGxWZ1RfcURhcDhMMjRsWUlOb184ZXY0c0kxU1U3NTBiY2wxTlJIYlJ0UEFfT0hDcE9nQ1lmcjZHcHl0dlhaRTVuSDlFOUs2NExSSVp1TlQ?oc=5,,,No valid content / Page blocked,2026-03-01 17:07:22.499125
